accession,year,n_bases,optimal_2bit_bytes,zlib_bytes,zlib_bytes_corrected,n_contigs,file
GCA_008457465.2,2020,5041127,1260281.75,1411251,1403010.5,2,GCA_008457465.2_ASM845746v2_genomic.fna
GCA_008504465.2,2020,5033197,1258299.25,1409189,1400948.5,2,GCA_008504465.2_ASM850446v2_genomic.fna
GCA_008504985.2,2020,5072784,1268196.0,1420197,1411956.5,3,GCA_008504985.2_ASM850498v2_genomic.fna
GCA_008505445.2,2020,5019595,1254898.75,1405694,1397453.5,2,GCA_008505445.2_ASM850544v2_genomic.fna
GCA_008505585.2,2020,5018194,1254548.5,1405663,1397422.5,2,GCA_008505585.2_ASM850558v2_genomic.fna
GCA_008505865.2,2020,5034005,1258501.25,1409321,1401080.5,2,GCA_008505865.2_ASM850586v2_genomic.fna
GCA_008539015.2,2020,5015158,1253789.5,1404478,1396237.5,2,GCA_008539015.2_ASM853901v2_genomic.fna
GCA_008750115.2,2020,4742055,1185513.75,1325681,1317440.5,1,GCA_008750115.2_ASM875011v2_genomic.fna
GCA_008757635.2,2020,5049625,1262406.25,1413655,1405414.5,2,GCA_008757635.2_ASM875763v2_genomic.fna
GCA_008757795.3,2020,5039927,1259981.75,1411040,1402799.5,2,GCA_008757795.3_ASM875779v3_genomic.fna
GCA_008759235.2,2020,5049609,1262402.25,1413504,1405263.5,2,GCA_008759235.2_ASM875923v2_genomic.fna
GCA_008759735.2,2020,5054500,1263625.0,1415561,1407320.5,3,GCA_008759735.2_ASM875973v2_genomic.fna
GCA_008761195.2,2020,5018719,1254679.75,1405332,1397091.5,2,GCA_008761195.2_ASM876119v2_genomic.fna
GCA_008857885.2,2020,4999046,1249761.5,1399840,1391599.5,2,GCA_008857885.2_ASM885788v2_genomic.fna
GCA_008917945.2,2020,5163233,1290808.25,1444974,1436733.5,1,GCA_008917945.2_ASM891794v2_genomic.fna
GCA_009525455.2,2020,5049597,1262399.25,1413299,1405058.5,2,GCA_009525455.2_ASM952545v2_genomic.fna
GCA_009584525.2,2020,5045665,1261416.25,1412442,1404201.5,2,GCA_009584525.2_ASM958452v2_genomic.fna
GCA_009584725.2,2020,5049648,1262412.0,1413814,1405573.5,2,GCA_009584725.2_ASM958472v2_genomic.fna
GCA_009728875.2,2020,5029407,1257351.75,1406887,1398646.5,3,GCA_009728875.2_ASM972887v2_genomic.fna
GCA_009728895.2,2020,4995405,1248851.25,1395643,1387402.5,3,GCA_009728895.2_ASM972889v2_genomic.fna
GCA_009857075.1,2020,4964098,1241024.5,1390257,1382016.5,2,GCA_009857075.1_ASM985707v1_genomic.fna
GCA_009884355.1,2020,4774005,1193501.25,1334602,1326361.5,2,GCA_009884355.1_ASM988435v1_genomic.fna
GCA_009884375.1,2020,5091224,1272806.0,1412676,1404435.5,3,GCA_009884375.1_ASM988437v1_genomic.fna
GCA_009930575.1,2020,5163718,1290929.5,1441089,1432848.5,2,GCA_009930575.1_ASM993057v1_genomic.fna
GCA_009930675.1,2020,5145105,1286276.25,1439873,1431632.5,2,GCA_009930675.1_ASM993067v1_genomic.fna
GCA_010919335.1,2020,5011038,1252759.5,1403527,1395286.5,2,GCA_010919335.1_ASM1091933v1_genomic.fna
GCA_010934915.2,2020,5004630,1251157.5,1400876,1392635.5,2,GCA_010934915.2_ASM1093491v2_genomic.fna
GCA_011057955.1,2020,4935595,1233898.75,1381810,1373569.5,2,GCA_011057955.1_ASM1105795v1_genomic.fna
GCA_011182555.2,2020,5002004,1250501.0,1400804,1392563.5,2,GCA_011182555.2_ASM1118255v2_genomic.fna
GCA_011301315.1,2020,4597011,1149252.75,1286462,1278221.5,1,GCA_011301315.1_ASM1130131v1_genomic.fna
GCA_011301495.1,2020,4633005,1158251.25,1296589,1288348.5,1,GCA_011301495.1_ASM1130149v1_genomic.fna
GCA_011301835.1,2020,4674190,1168547.5,1307737,1299496.5,1,GCA_011301835.1_ASM1130183v1_genomic.fna
GCA_011302195.1,2020,4662031,1165507.75,1304849,1296608.5,1,GCA_011302195.1_ASM1130219v1_genomic.fna
GCA_011302375.1,2020,4673633,1168408.25,1308300,1300059.5,1,GCA_011302375.1_ASM1130237v1_genomic.fna
GCA_011302515.1,2020,4761320,1190330.0,1332804,1324563.5,2,GCA_011302515.1_ASM1130251v1_genomic.fna
GCA_011302735.1,2020,4673979,1168494.75,1308333,1300092.5,1,GCA_011302735.1_ASM1130273v1_genomic.fna
GCA_011303155.1,2020,4662216,1165554.0,1305022,1296781.5,1,GCA_011303155.1_ASM1130315v1_genomic.fna
GCA_011303355.1,2020,4662107,1165526.75,1304962,1296721.5,1,GCA_011303355.1_ASM1130335v1_genomic.fna
GCA_011304815.1,2020,5113293,1278323.25,1426004,1417763.5,5,GCA_011304815.1_ASM1130481v1_genomic.fna
GCA_011311395.2,2020,4737379,1184344.75,1326880,1318639.5,1,GCA_011311395.2_ASM1131139v2_genomic.fna
GCA_011388155.1,2020,4657667,1164416.75,1303730,1295489.5,1,GCA_011388155.1_ASM1138815v1_genomic.fna
GCA_011388175.1,2020,4678052,1169513.0,1308484,1300243.5,1,GCA_011388175.1_ASM1138817v1_genomic.fna
GCA_011388235.1,2020,4653561,1163390.25,1303380,1295139.5,1,GCA_011388235.1_ASM1138823v1_genomic.fna
GCA_011465535.1,2020,4764590,1191147.5,1334363,1326122.5,3,GCA_011465535.1_ASM1146553v1_genomic.fna
GCA_011465695.1,2020,4773013,1193253.25,1337133,1328892.5,1,GCA_011465695.1_ASM1146569v1_genomic.fna
GCA_011465815.1,2020,4813791,1203447.75,1348531,1340290.5,1,GCA_011465815.1_ASM1146581v1_genomic.fna
GCA_011465945.1,2020,4866577,1216644.25,1363121,1354880.5,2,GCA_011465945.1_ASM1146594v1_genomic.fna
GCA_011466075.1,2020,4809627,1202406.75,1347168,1338927.5,3,GCA_011466075.1_ASM1146607v1_genomic.fna
GCA_011466275.1,2020,4836041,1209010.25,1354451,1346210.5,4,GCA_011466275.1_ASM1146627v1_genomic.fna
GCA_011466455.1,2020,4850675,1212668.75,1357952,1349711.5,2,GCA_011466455.1_ASM1146645v1_genomic.fna
GCA_011466595.1,2020,4673793,1168448.25,1309286,1301045.5,1,GCA_011466595.1_ASM1146659v1_genomic.fna
GCA_011466775.1,2020,4728349,1182087.25,1324290,1316049.5,2,GCA_011466775.1_ASM1146677v1_genomic.fna
GCA_011466815.1,2020,4902491,1225622.75,1372891,1364650.5,4,GCA_011466815.1_ASM1146681v1_genomic.fna
GCA_012049605.1,2020,5185065,1296266.25,1451649,1443408.5,5,GCA_012049605.1_ASM1204960v1_genomic.fna
GCA_012049805.1,2020,4847360,1211840.0,1356535,1348294.5,3,GCA_012049805.1_ASM1204980v1_genomic.fna
GCA_012050025.1,2020,5259011,1314752.75,1470573,1462332.5,3,GCA_012050025.1_ASM1205002v1_genomic.fna
GCA_012050205.1,2020,4829486,1207371.5,1351889,1343648.5,3,GCA_012050205.1_ASM1205020v1_genomic.fna
GCA_012050385.1,2020,4839384,1209846.0,1354818,1346577.5,5,GCA_012050385.1_ASM1205038v1_genomic.fna
GCA_012050525.1,2020,4848540,1212135.0,1357302,1349061.5,4,GCA_012050525.1_ASM1205052v1_genomic.fna
GCA_012050745.1,2020,4797988,1199497.0,1344071,1335830.5,2,GCA_012050745.1_ASM1205074v1_genomic.fna
GCA_012050905.1,2020,4859063,1214765.75,1360477,1352236.5,3,GCA_012050905.1_ASM1205090v1_genomic.fna
GCA_012051085.1,2020,5121995,1280498.75,1432843,1424602.5,2,GCA_012051085.1_ASM1205108v1_genomic.fna
GCA_012051245.1,2020,5195418,1298854.5,1453616,1445375.5,3,GCA_012051245.1_ASM1205124v1_genomic.fna
GCA_012051385.1,2020,5225110,1306277.5,1461228,1452987.5,3,GCA_012051385.1_ASM1205138v1_genomic.fna
GCA_012051625.1,2020,5177998,1294499.5,1448153,1439912.5,5,GCA_012051625.1_ASM1205162v1_genomic.fna
GCA_012051825.1,2020,5210197,1302549.25,1457199,1448958.5,6,GCA_012051825.1_ASM1205182v1_genomic.fna
GCA_012052085.1,2020,4929169,1232292.25,1380922,1372681.5,1,GCA_012052085.1_ASM1205208v1_genomic.fna
GCA_012052225.1,2020,5259999,1314999.75,1470907,1462666.5,3,GCA_012052225.1_ASM1205222v1_genomic.fna
GCA_012052445.1,2020,4838602,1209650.5,1354810,1346569.5,3,GCA_012052445.1_ASM1205244v1_genomic.fna
GCA_012052605.1,2020,4985118,1246279.5,1394205,1385964.5,6,GCA_012052605.1_ASM1205260v1_genomic.fna
GCA_012052805.1,2020,4974085,1243521.25,1392239,1383998.5,2,GCA_012052805.1_ASM1205280v1_genomic.fna
GCA_012052965.1,2020,5028693,1257173.25,1406234,1397993.5,2,GCA_012052965.1_ASM1205296v1_genomic.fna
GCA_012053145.1,2020,4899773,1224943.25,1370385,1362144.5,5,GCA_012053145.1_ASM1205314v1_genomic.fna
GCA_012053325.1,2020,5071476,1267869.0,1417676,1409435.5,2,GCA_012053325.1_ASM1205332v1_genomic.fna
GCA_012053525.1,2020,4973648,1243412.0,1392415,1384174.5,2,GCA_012053525.1_ASM1205352v1_genomic.fna
GCA_012053725.1,2020,4993824,1248456.0,1397593,1389352.5,1,GCA_012053725.1_ASM1205372v1_genomic.fna
GCA_012053905.1,2020,5072601,1268150.25,1419604,1411363.5,2,GCA_012053905.1_ASM1205390v1_genomic.fna
GCA_012054045.1,2020,4991315,1247828.75,1395741,1387500.5,4,GCA_012054045.1_ASM1205404v1_genomic.fna
GCA_012169275.1,2020,5152410,1288102.5,1440271,1432030.5,3,GCA_012169275.1_ASM1216927v1_genomic.fna
GCA_012530215.1,2020,4909186,1227296.5,1374822,1366581.5,2,GCA_012530215.1_ASM1253021v1_genomic.fna
GCA_012530335.1,2020,4819669,1204917.25,1349750,1341509.5,1,GCA_012530335.1_ASM1253033v1_genomic.fna
GCA_012558165.1,2020,4834111,1208527.75,1353074,1344833.5,2,GCA_012558165.1_ASM1255816v1_genomic.fna
GCA_012935235.1,2020,5301908,1325477.0,1484822,1476581.5,4,GCA_012935235.1_ASM1293523v1_genomic.fna
GCA_012935255.1,2020,5147688,1286922.0,1441629,1433388.5,3,GCA_012935255.1_ASM1293525v1_genomic.fna
GCA_012935275.1,2020,5037644,1259411.0,1410087,1401846.5,2,GCA_012935275.1_ASM1293527v1_genomic.fna
GCA_012957145.2,2020,5220459,1305114.75,1461632,1453391.5,6,GCA_012957145.2_ASM1295714v2_genomic.fna
GCA_012970745.1,2020,4855364,1213841.0,1360357,1352116.5,2,GCA_012970745.1_ASM1297074v1_genomic.fna
GCA_013114875.1,2020,5024826,1256206.5,1406331,1398090.5,2,GCA_013114875.1_ASM1311487v1_genomic.fna
GCA_013138105.1,2020,4784317,1196079.25,1338782,1330541.5,2,GCA_013138105.1_ASM1313810v1_genomic.fna
GCA_013138125.1,2020,5494009,1373502.25,1536876,1528635.5,1,GCA_013138125.1_ASM1313812v1_genomic.fna
GCA_013138165.1,2020,4811684,1202921.0,1345863,1337622.5,2,GCA_013138165.1_ASM1313816v1_genomic.fna
GCA_013138205.1,2020,4663119,1165779.75,1305562,1297321.5,1,GCA_013138205.1_ASM1313820v1_genomic.fna
GCA_013138225.1,2020,4929329,1232332.25,1377293,1369052.5,1,GCA_013138225.1_ASM1313822v1_genomic.fna
GCA_013138245.1,2020,5434146,1358536.5,1521541,1513300.5,3,GCA_013138245.1_ASM1313824v1_genomic.fna
GCA_013138265.1,2020,4898988,1224747.0,1372414,1364173.5,1,GCA_013138265.1_ASM1313826v1_genomic.fna
GCA_013138305.1,2020,5029397,1257349.25,1407960,1399719.5,2,GCA_013138305.1_ASM1313830v1_genomic.fna
GCA_013138325.1,2020,5264890,1316222.5,1469002,1460761.5,2,GCA_013138325.1_ASM1313832v1_genomic.fna
GCA_013138355.1,2020,4729957,1182489.25,1324775,1316534.5,2,GCA_013138355.1_ASM1313835v1_genomic.fna
GCA_013138375.1,2020,5084176,1271044.0,1419368,1411127.5,4,GCA_013138375.1_ASM1313837v1_genomic.fna
GCA_013161625.1,2020,4888815,1222203.75,1368468,1360227.5,1,GCA_013161625.1_ASM1316162v1_genomic.fna
GCA_013161805.1,2020,5076106,1269026.5,1420236,1411995.5,4,GCA_013161805.1_ASM1316180v1_genomic.fna
GCA_013162025.1,2020,4796443,1199110.75,1344342,1336101.5,2,GCA_013162025.1_ASM1316202v1_genomic.fna
GCA_013162165.1,2020,4517871,1129467.75,1264158,1255917.5,1,GCA_013162165.1_ASM1316216v1_genomic.fna
GCA_013162305.1,2020,4852711,1213177.75,1359000,1350759.5,1,GCA_013162305.1_ASM1316230v1_genomic.fna
GCA_013162485.1,2020,4505366,1126341.5,1263078,1254837.5,1,GCA_013162485.1_ASM1316248v1_genomic.fna
GCA_013206965.1,2020,5159478,1289869.5,1445147,1436906.5,5,GCA_013206965.1_ASM1320696v1_genomic.fna
GCA_013207105.1,2020,5155580,1288895.0,1443958,1435717.5,5,GCA_013207105.1_ASM1320710v1_genomic.fna
GCA_013328855.1,2020,4875020,1218755.0,1366740,1358499.5,2,GCA_013328855.1_ASM1332885v1_genomic.fna
GCA_013344545.1,2020,5038048,1259512.0,1408589,1400348.5,3,GCA_013344545.1_ASM1334454v1_genomic.fna
GCA_013348865.1,2020,5126632,1281658.0,1433504,1425263.5,4,GCA_013348865.1_ASM1334886v1_genomic.fna
GCA_013358425.1,2020,4669238,1167309.5,1307004,1298763.5,1,GCA_013358425.1_ASM1335842v1_genomic.fna
GCA_013376915.1,2020,4949832,1237458.0,1385721,1377480.5,1,GCA_013376915.1_ASM1337691v1_genomic.fna
GCA_013376935.1,2020,4936306,1234076.5,1381789,1373548.5,2,GCA_013376935.1_ASM1337693v1_genomic.fna
GCA_013376955.1,2020,5108176,1277044.0,1427143,1418902.5,2,GCA_013376955.1_ASM1337695v1_genomic.fna
GCA_013377315.1,2020,5049014,1262253.5,1413075,1404834.5,2,GCA_013377315.1_ASM1337731v1_genomic.fna
GCA_013377335.1,2020,5049020,1262255.0,1413010,1404769.5,2,GCA_013377335.1_ASM1337733v1_genomic.fna
GCA_013377355.1,2020,5049020,1262255.0,1413108,1404867.5,2,GCA_013377355.1_ASM1337735v1_genomic.fna
GCA_013415925.1,2020,5259233,1314808.25,1472244,1464003.5,5,GCA_013415925.1_ASM1341592v1_genomic.fna
GCA_013416235.1,2020,5321447,1330361.75,1488278,1480037.5,2,GCA_013416235.1_ASM1341623v1_genomic.fna
GCA_013588055.1,2020,4440304,1110076.0,1244878,1236637.5,1,GCA_013588055.1_ASM1358805v1_genomic.fna
GCA_014123145.1,2020,5196399,1299099.75,1453184,1444943.5,2,GCA_014123145.1_ASM1412314v1_genomic.fna
GCA_014217955.1,2020,5208656,1302164.0,1457399,1449158.5,3,GCA_014217955.1_ASM1421795v1_genomic.fna
GCA_014218055.1,2020,4879141,1219785.25,1365408,1357167.5,1,GCA_014218055.1_ASM1421805v1_genomic.fna
GCA_014250335.1,2020,5079488,1269872.0,1422551,1414310.5,4,GCA_014250335.1_ASM1425033v1_genomic.fna
GCA_014250355.1,2020,4973766,1243441.5,1393244,1385003.5,3,GCA_014250355.1_ASM1425035v1_genomic.fna
GCA_014334155.1,2020,4857466,1214366.5,1360288,1352047.5,1,GCA_014334155.1_ASM1433415v1_genomic.fna
GCA_014334175.1,2020,4870141,1217535.25,1364152,1355911.5,4,GCA_014334175.1_ASM1433417v1_genomic.fna
GCA_014334195.1,2020,4982694,1245673.5,1395434,1387193.5,3,GCA_014334195.1_ASM1433419v1_genomic.fna
GCA_014334215.1,2020,5295190,1323797.5,1482747,1474506.5,2,GCA_014334215.1_ASM1433421v1_genomic.fna
GCA_014334235.1,2020,5021136,1255284.0,1406845,1398604.5,5,GCA_014334235.1_ASM1433423v1_genomic.fna
GCA_014334255.1,2020,4774395,1193598.75,1337493,1329252.5,4,GCA_014334255.1_ASM1433425v1_genomic.fna
GCA_014521465.1,2020,4725087,1181271.75,1323222,1314981.5,1,GCA_014521465.1_ASM1452146v1_genomic.fna
GCA_014524585.1,2020,4922946,1230736.5,1375817,1367576.5,2,GCA_014524585.1_ASM1452458v1_genomic.fna
GCA_014524605.1,2020,4917371,1229342.75,1374534,1366293.5,3,GCA_014524605.1_ASM1452460v1_genomic.fna
GCA_014854835.1,2020,4799045,1199761.25,1339548,1331307.5,1,GCA_014854835.1_ASM1485483v1_genomic.fna
GCA_014858545.1,2020,4916241,1229060.25,1375472,1367231.5,2,GCA_014858545.1_ASM1485854v1_genomic.fna
GCA_014858565.1,2020,4914941,1228735.25,1375218,1366977.5,3,GCA_014858565.1_ASM1485856v1_genomic.fna
GCA_015052745.1,2020,4899433,1224858.25,1372245,1364004.5,1,GCA_015052745.1_ASM1505274v1_genomic.fna
GCA_015052765.1,2020,4899590,1224897.5,1372221,1363980.5,2,GCA_015052765.1_ASM1505276v1_genomic.fna
GCA_015052785.1,2020,4992900,1248225.0,1398372,1390131.5,2,GCA_015052785.1_ASM1505278v1_genomic.fna
GCA_015052805.1,2020,4899618,1224904.5,1372259,1364018.5,1,GCA_015052805.1_ASM1505280v1_genomic.fna
GCA_015052825.1,2020,4899622,1224905.5,1372243,1364002.5,2,GCA_015052825.1_ASM1505282v1_genomic.fna
GCA_015074885.1,2020,4895550,1223887.5,1371231,1362990.5,5,GCA_015074885.1_ASM1507488v1_genomic.fna
GCA_015074905.1,2020,5096319,1274079.75,1426446,1418205.5,7,GCA_015074905.1_ASM1507490v1_genomic.fna
GCA_015159575.1,2020,4866782,1216695.5,1362398,1354157.5,2,GCA_015159575.1_ASM1515957v1_genomic.fna
GCA_015223545.3,2020,4904673,1226168.25,1374355,1366114.5,2,GCA_015223545.3_ASM1522354v3_genomic.fna
GCA_015240635.1,2020,4745224,1186306.0,1329244,1321003.5,2,GCA_015240635.1_ASM1524063v1_genomic.fna
GCA_015240855.1,2020,4869504,1217376.0,1361303,1353062.5,3,GCA_015240855.1_ASM1524085v1_genomic.fna
GCA_015240995.1,2020,4840946,1210236.5,1355345,1347104.5,3,GCA_015240995.1_ASM1524099v1_genomic.fna
GCA_015241115.1,2020,4748456,1187114.0,1330204,1321963.5,3,GCA_015241115.1_ASM1524111v1_genomic.fna
GCA_015242875.1,2020,5006029,1251507.25,1402740,1394499.5,2,GCA_015242875.1_ASM1524287v1_genomic.fna
GCA_015243055.1,2020,5020551,1255137.75,1406534,1398293.5,3,GCA_015243055.1_ASM1524305v1_genomic.fna
GCA_015475615.1,2020,4999571,1249892.75,1399965,1391724.5,3,GCA_015475615.1_ASM1547561v1_genomic.fna
GCA_015565735.1,2020,4638880,1159720.0,1299497,1291256.5,1,GCA_015565735.1_ASM1556573v1_genomic.fna
GCA_015697745.1,2020,5314704,1328676.0,1487291,1479050.5,3,GCA_015697745.1_ASM1569774v1_genomic.fna
GCA_015697765.1,2020,5059260,1264815.0,1415065,1406824.5,1,GCA_015697765.1_ASM1569776v1_genomic.fna
GCA_015697785.1,2020,5205476,1301369.0,1456564,1448323.5,2,GCA_015697785.1_ASM1569778v1_genomic.fna
GCA_015697805.1,2020,5225758,1306439.5,1461270,1453029.5,2,GCA_015697805.1_ASM1569780v1_genomic.fna
GCA_015697825.1,2020,5263346,1315836.5,1472655,1464414.5,5,GCA_015697825.1_ASM1569782v1_genomic.fna
GCA_015708295.1,2020,4847913,1211978.25,1357338,1349097.5,1,GCA_015708295.1_ASM1570829v1_genomic.fna
GCA_015732575.1,2020,5294294,1323573.5,1481266,1473025.5,3,GCA_015732575.1_S520_genomic.fna
GCA_015832325.1,2020,5016132,1254033.0,1404383,1396142.5,1,GCA_015832325.1_ASM1583232v1_genomic.fna
GCA_016025375.1,2020,4946483,1236620.75,1384634,1376393.5,2,GCA_016025375.1_ASM1602537v1_genomic.fna
GCA_016025395.1,2020,4885341,1221335.25,1367204,1358963.5,1,GCA_016025395.1_ASM1602539v1_genomic.fna
GCA_016025435.1,2020,4971429,1242857.25,1390820,1382579.5,2,GCA_016025435.1_ASM1602543v1_genomic.fna
GCA_016026715.1,2020,4951410,1237852.5,1386559,1378318.5,2,GCA_016026715.1_ASM1602671v1_genomic.fna
GCA_016028495.1,2020,4968720,1242180.0,1387045,1378804.5,2,GCA_016028495.1_ASM1602849v1_genomic.fna
GCA_016071195.1,2020,4944558,1236139.5,1383400,1375159.5,2,GCA_016071195.1_ASM1607119v1_genomic.fna
GCA_016127435.1,2020,5067311,1266827.75,1419266,1411025.5,4,GCA_016127435.1_ASM1612743v1_genomic.fna
GCA_016127835.1,2020,4736480,1184120.0,1326731,1318490.5,2,GCA_016127835.1_ASM1612783v1_genomic.fna
GCA_016451985.1,2020,5084640,1271160.0,1423549,1415308.5,3,GCA_016451985.1_ASM1645198v1_genomic.fna
GCA_016452005.1,2020,5197189,1299297.25,1456175,1447934.5,3,GCA_016452005.1_ASM1645200v1_genomic.fna
GCA_016452025.1,2020,4784449,1196112.25,1339965,1331724.5,2,GCA_016452025.1_ASM1645202v1_genomic.fna
GCA_016452045.1,2020,4968692,1242173.0,1391473,1383232.5,2,GCA_016452045.1_ASM1645204v1_genomic.fna
GCA_016452065.1,2020,5139764,1284941.0,1439629,1431388.5,3,GCA_016452065.1_ASM1645206v1_genomic.fna
GCA_016452085.1,2020,5088756,1272189.0,1426048,1417807.5,5,GCA_016452085.1_ASM1645208v1_genomic.fna
GCA_016452105.1,2020,5121780,1280445.0,1431660,1423419.5,7,GCA_016452105.1_ASM1645210v1_genomic.fna
GCA_016452125.1,2020,5479495,1369873.75,1531408,1523167.5,10,GCA_016452125.1_ASM1645212v1_genomic.fna
GCA_016452145.1,2020,5218507,1304626.75,1461793,1453552.5,4,GCA_016452145.1_ASM1645214v1_genomic.fna
GCA_016452165.1,2020,5230756,1307689.0,1464096,1455855.5,6,GCA_016452165.1_ASM1645216v1_genomic.fna
GCA_016454165.1,2020,4958814,1239703.5,1387714,1379473.5,3,GCA_016454165.1_ASM1645416v1_genomic.fna
GCA_016454185.1,2020,4794742,1198685.5,1341931,1333690.5,1,GCA_016454185.1_ASM1645418v1_genomic.fna
GCA_016454205.1,2020,4774044,1193511.0,1337723,1329482.5,3,GCA_016454205.1_ASM1645420v1_genomic.fna
GCA_016454225.1,2020,5089444,1272361.0,1418130,1409889.5,3,GCA_016454225.1_ASM1645422v1_genomic.fna
GCA_016454245.1,2020,5095077,1273769.25,1426698,1418457.5,2,GCA_016454245.1_ASM1645424v1_genomic.fna
GCA_016454265.1,2020,5353174,1338293.5,1500340,1492099.5,4,GCA_016454265.1_ASM1645426v1_genomic.fna
GCA_016454285.1,2020,4802449,1200612.25,1345838,1337597.5,3,GCA_016454285.1_ASM1645428v1_genomic.fna
GCA_016454305.1,2020,4814170,1203542.5,1345781,1337540.5,2,GCA_016454305.1_ASM1645430v1_genomic.fna
GCA_016454325.1,2020,4934408,1233602.0,1381214,1372973.5,2,GCA_016454325.1_ASM1645432v1_genomic.fna
GCA_016454345.1,2020,4964909,1241227.25,1391089,1382848.5,4,GCA_016454345.1_ASM1645434v1_genomic.fna
GCA_016454365.1,2020,5196506,1299126.5,1452934,1444693.5,5,GCA_016454365.1_ASM1645436v1_genomic.fna
GCA_016454385.1,2020,5139892,1284973.0,1440010,1431769.5,3,GCA_016454385.1_ASM1645438v1_genomic.fna
GCA_016454425.1,2020,5011728,1252932.0,1397132,1388891.5,2,GCA_016454425.1_ASM1645442v1_genomic.fna
GCA_016454445.1,2020,5112424,1278106.0,1431775,1423534.5,3,GCA_016454445.1_ASM1645444v1_genomic.fna
GCA_016454465.1,2020,4755913,1188978.25,1331721,1323480.5,2,GCA_016454465.1_ASM1645446v1_genomic.fna
GCA_016454485.1,2020,5130233,1282558.25,1436126,1427885.5,3,GCA_016454485.1_ASM1645448v1_genomic.fna
GCA_016454505.1,2020,4860289,1215072.25,1361735,1353494.5,2,GCA_016454505.1_ASM1645450v1_genomic.fna
GCA_016454525.1,2020,5032867,1258216.75,1408222,1399981.5,2,GCA_016454525.1_ASM1645452v1_genomic.fna
GCA_016454545.1,2020,5032743,1258185.75,1408485,1400244.5,4,GCA_016454545.1_ASM1645454v1_genomic.fna
